ind	h	I01	I02	b1	b2	s	a
0	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
1	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
2	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
3	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
4	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
5	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
6	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
7	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
8	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
9	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
10	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
11	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
12	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
13	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
14	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
15	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
16	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
17	1.3081	0.00104997	-2.1109	1.00085	1.80247	0.715612	-0.384772
18	1.3081	0.00104997	-2.1109	1.00085	1.78807	0.715612	-0.384772
19	1.3081	0.00104997	-2.1109	1.00085	1.78807	0.715612	-0.384772
20	1.3081	0.00104997	-2.1109	1.00085	1.78807	0.715612	-0.384772
21	1.3081	0.00104997	-2.1109	1.00085	1.78807	0.715612	-0.384772
22	1.3081	0.00104997	-2.1109	1.00085	1.78807	0.715612	-0.384772
23	1.3081	0.00104997	-2.1109	1.00085	1.78807	0.715612	-0.384772
24	1.3081	0.00104997	-2.1109	1.00085	1.78807	0.715612	-0.384772
25	1.3081	0.00104997	-2.1109	1.00085	1.78807	0.715612	-0.384772
26	1.3081	0.00104997	-2.1109	1.00085	1.78807	0.715612	-0.384772
27	1.3081	0.00104997	-2.1109	1.00085	1.78807	0.715612	-0.384772
