ind	h	I01	I02	b1	b2	s	a
0	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
1	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
2	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
3	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
4	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
5	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
6	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
7	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
8	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
9	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
10	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
11	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
12	1.13554	-0.00896239	-1.39817	1.50685	-1.65715	0.516079	-0.0593987
13	1.13554	-0.00896239	-1.39817	1.50685	-1.65715	0.516079	-0.0593987
14	1.13554	-0.00896239	-1.39817	1.50685	-1.65715	0.516079	-0.0593987
15	1.13554	-0.00896239	-1.39817	1.50685	-1.65715	0.516079	-0.0593987
16	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
17	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
18	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
19	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
20	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
21	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
22	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
23	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
24	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
25	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
26	1.13554	-0.00896239	-1.29074	1.50685	-1.65715	0.516079	-0.0593987
27	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
28	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
29	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
30	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
31	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
32	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
33	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
34	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
35	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
36	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
37	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
38	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
39	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
40	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
41	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
42	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
43	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
44	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
45	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
46	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
47	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
48	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
49	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
50	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
51	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
52	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
53	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
54	1.17036	-0.00926103	-1.32443	1.49841	-1.83619	1.09423	-0.198577
