ind	h	I01	I02	b1	b2	s	a
0	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
1	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
2	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
3	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
4	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
5	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
6	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
7	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
8	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
9	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
10	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
11	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
12	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
13	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
14	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
15	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
16	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
17	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
18	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
19	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
20	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
21	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
22	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
23	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
24	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
25	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
26	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
27	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
28	1.33106	-0.0509651	-0.202024	1.67284	1.75661	0.84279	0.345282
