ind	h	I01	I02	b1	b2	s	a
0	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
1	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
2	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
3	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
4	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
5	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
6	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
7	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
8	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
9	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
10	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
11	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
12	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
13	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
14	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
15	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
16	1.38902	0.0160624	-0.657498	1.72065	0.713168	0.957158	0.106515
17	1.38902	-0.107369	-0.657498	1.72065	0.713168	0.91759	0.106515
18	1.38902	-0.107369	-0.657498	1.72065	0.713168	0.91759	0.106515
19	1.38902	-0.107369	-0.657498	1.72065	0.713168	0.91759	0.106515
20	1.38902	-0.107369	-0.657498	1.72065	0.713168	0.91759	0.106515
21	1.38902	-0.107369	-0.657498	1.72065	0.713168	0.91759	0.106515
22	1.38902	-0.107369	-0.657498	1.72065	0.713168	0.91759	0.106515
23	1.38902	-0.107369	-0.657498	1.72065	0.713168	0.91759	0.106515
24	1.38902	-0.107369	-0.657498	1.72065	0.713168	0.91759	0.106515
25	1.38902	-0.107369	-0.657498	1.72065	0.713168	0.91759	0.106515
