ind	h	I01	I02	b1	b2	s	a
0	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
1	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
2	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
3	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
4	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.878915	0.141256
5	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
6	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
7	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
8	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
9	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
10	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
11	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
12	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
13	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
14	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
15	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
16	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
17	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
18	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
19	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
20	1.49156	0.0104251	-0.0657917	1.47918	0.803623	0.888638	0.141256
21	1.49156	0.0104251	-0.0657917	1.49935	0.803623	0.850508	0.141256
22	1.49156	0.0104251	-0.0657917	1.49935	0.803623	0.850508	0.141256
23	1.49156	0.0104251	-0.0657917	1.49935	0.803623	0.781457	0.141256
24	1.49156	0.0104251	-0.0657917	1.49935	0.803623	0.850508	0.141256
25	1.49156	0.0104251	-0.0657917	1.49935	0.803623	0.850508	0.141256
26	1.49156	0.0104251	-0.0657917	1.49935	0.803623	0.850508	0.141256
27	1.49156	0.0104251	-0.0657917	1.49935	0.803623	0.850508	0.141256
28	1.49156	0.0104251	-0.0657917	1.49935	0.803623	0.850508	0.141256
29	1.49156	0.0104251	-0.0657917	1.49935	0.803623	0.850508	0.141256
30	1.49156	0.0104251	-0.0657917	1.49935	0.803623	0.850508	0.141256
31	1.49156	0.0104251	-0.0657917	1.49935	0.803623	0.850508	0.141256
32	1.49156	0.0104251	-0.0657917	1.49935	0.803623	0.850508	0.141256
33	1.49156	0.0104251	-0.0657917	1.49935	0.803623	0.850508	0.141256
34	1.49156	0.0104251	-0.0657917	1.49935	0.803623	0.850508	0.141256
35	1.47723	0.00399773	-0.0657917	1.50151	0.867244	0.856338	0.000305247
36	1.47723	0.00399773	-0.0657917	1.50151	0.867244	0.856338	0.000305247
37	1.47723	0.00399773	-0.0657917	1.50151	0.867244	0.856338	0.000305247
38	1.47723	0.00399773	-0.0657917	1.50151	0.867244	0.856338	0.000305247
39	1.47723	0.00399773	-0.0657917	1.50151	0.867244	0.856338	0.000305247
40	1.47723	0.00399773	-0.0657917	1.50151	0.867244	0.856338	0.000305247
41	1.47723	0.00399773	-0.0657917	1.50151	0.867244	0.856338	0.000305247
42	1.47723	0.00399773	-0.0657917	1.50151	0.867244	0.856338	0.000305247
43	1.47723	0.00399773	-0.0657917	1.50151	0.867244	0.856338	0.000305247
