ind	h	I01	I02	b1	b2	s	a
0	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.5019
1	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.5019
2	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.5019
3	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.5019
4	1.21094	0.00348383	-0.737966	1.10509	-0.95408	0.598168	1.5019
5	1.21094	0.00348383	-0.737966	1.10509	-0.95408	0.598168	1.5019
6	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.5019
7	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.5019
8	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.5019
9	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.5019
10	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.5019
11	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.5019
12	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.5019
13	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.5019
14	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.58909
15	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.58909
16	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.58909
17	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.58909
18	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.58909
19	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.58909
20	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.58909
21	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.67318
22	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.67318
23	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.67318
24	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.67318
25	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.67318
26	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.67318
27	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.67318
28	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.67318
29	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.67318
30	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.58909
31	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.58909
32	1.21094	0.00348383	-0.772307	1.10509	-0.95408	0.598168	1.58909
33	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
34	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
35	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
36	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
37	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
38	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
39	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
40	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
41	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
42	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
43	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
44	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
45	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
46	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
47	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
48	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
49	1.17573	-3.39975e-05	-0.887449	1.10509	-0.934662	0.665181	1.51414
