ind	h	I01	I02	b1	b2	s	a
0	1.18499	0.00462194	0.174509	1.51624	-0.537293	0.659783	1.17565
1	1.18499	0.00462194	0.174509	1.51624	-0.537293	0.659783	1.17565
2	1.18499	0.00462194	0.174509	1.51624	-0.537293	0.659783	1.17565
3	1.18499	0.00462194	0.174509	1.51624	-0.537293	0.659783	1.17565
4	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
5	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
6	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
7	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
8	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
9	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
10	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
11	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
12	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
13	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
14	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
15	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
16	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
17	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
18	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
19	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
20	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
21	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.800594	1.34285
22	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.34285
23	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.34285
24	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.34285
25	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.34285
26	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.34285
27	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.34285
28	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.34285
29	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.43102
30	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.43102
31	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.43102
32	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.43102
33	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.43102
34	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.43102
35	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.43102
36	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.43102
37	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.43102
38	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.43102
39	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.43102
40	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.43102
41	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.772016	1.43102
42	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.764542	1.34285
43	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.764542	1.34285
44	1.17538	-0.0100379	0.0944871	1.51624	-0.425804	0.764542	1.34285
