ind	h	I01	I02	b1	b2	s	a
0	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
1	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
2	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
3	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
4	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
5	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
6	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
7	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
8	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
9	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
10	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
11	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
12	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
13	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
14	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
15	1.24772	0.00481475	-0.744649	1.71461	-1.88225	0.894285	1.03148
16	1.24772	0.00481475	-0.744649	1.71461	-1.88225	0.894285	1.03148
17	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
18	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
19	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
20	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
21	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
22	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
23	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
24	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
25	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
26	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
27	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
28	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
29	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
30	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
31	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
32	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
33	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
34	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
35	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
36	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
37	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
38	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
39	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
40	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.985665	1.03148
41	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.985665	1.03148
42	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.985665	1.03148
43	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.985665	1.03148
44	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
45	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
46	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
47	1.26208	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
48	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
49	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
50	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
51	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
52	1.24772	0.00481475	-0.744649	1.70364	-1.88225	0.894285	1.03148
