ind	h	I01	I02	b1	b2	s	a
0	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
1	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
2	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
3	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
4	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
5	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
6	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
7	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
8	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
9	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
10	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
11	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
12	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
13	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
14	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
15	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.12156
16	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
17	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
18	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
19	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
20	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
21	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
22	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
23	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
24	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
25	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
26	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
27	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
28	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
29	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
30	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
31	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
32	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
33	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
34	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
35	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
36	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
37	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
38	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
39	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
40	1.16316	-0.00714065	0.971189	1.63548	-0.116682	0.908009	1.19226
41	1.29621	-0.00714065	1.0338	1.57978	-0.0209677	0.910669	1.06585
42	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
43	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
44	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
45	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
46	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
47	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
48	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
49	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
50	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
51	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
52	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
53	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
54	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
55	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
56	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
57	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
58	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
59	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
60	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
61	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
62	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
63	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
64	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
65	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
66	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
67	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
68	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
69	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
70	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
71	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
72	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
73	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
74	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
75	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
76	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
77	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
78	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
79	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
80	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
81	1.29621	0.0382972	1.0338	1.57978	0.0800846	0.910669	1.06585
82	1.23644	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
83	1.23644	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
84	1.23644	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
85	1.23644	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
86	1.23644	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
87	1.26062	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
88	1.26062	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
89	1.26062	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
90	1.26062	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
91	1.26062	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
92	1.26062	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
93	1.26062	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
94	1.26062	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
95	1.26062	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
96	1.26062	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
97	1.26062	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
98	1.26062	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
99	1.26062	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
100	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
101	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
102	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
103	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
104	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
105	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
106	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
107	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
108	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
109	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
110	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
111	1.20148	-0.00714065	0.963173	1.60947	-0.0549377	0.910669	1.15312
112	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
113	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
114	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
115	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
116	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
117	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
118	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
119	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
120	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
121	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
122	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
123	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
124	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
125	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
126	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
127	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
128	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
129	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
130	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
131	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
132	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
133	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
134	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
135	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
136	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
137	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
138	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
139	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
140	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
141	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
142	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
143	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
144	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
145	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
146	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
147	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
148	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
149	1.20148	-0.00714065	0.926684	1.60947	-0.0549377	0.910669	1.15312
150	1.23644	-0.00714065	0.926684	1.60947	-0.0755297	0.910669	1.15312
151	1.23644	-0.00714065	0.926684	1.60947	-0.0755297	0.910669	1.15312
152	1.23644	-0.00714065	0.926684	1.60947	-0.0755297	0.910669	1.15312
153	1.23644	-0.00714065	0.926684	1.60947	-0.0755297	0.910669	1.15312
154	1.23644	-0.00714065	0.926684	1.60947	-0.0755297	0.910669	1.15312
155	1.23644	-0.00714065	0.926684	1.60947	-0.0755297	0.910669	1.15312
156	1.23644	-0.00714065	0.926684	1.60947	-0.0755297	0.910669	1.15312
157	1.23644	-0.00714065	0.926684	1.60947	-0.0755297	0.910669	1.15312
158	1.23644	-0.00714065	0.926684	1.60947	-0.0755297	0.910669	1.15312
159	1.23644	-0.00714065	0.926684	1.60947	-0.0755297	0.910669	1.15312
160	1.23644	-0.00714065	0.926684	1.60947	-0.0755297	0.910669	1.15312
161	1.23644	-0.00714065	0.926684	1.60947	-0.0755297	0.910669	1.15312
162	1.23644	-0.00714065	0.926684	1.60947	-0.0755297	0.910669	1.15312
163	1.23644	-0.00714065	0.926684	1.60947	-0.0755297	0.910669	1.15312
164	1.23644	-0.00714065	0.926684	1.60947	-0.0755297	0.910669	1.15312
165	1.23644	-0.00714065	0.926684	1.60947	-0.0755297	0.910669	1.15312
