ind	h	I01	I02	b1	b2	s	a
0	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
1	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
2	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
3	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
4	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
5	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
6	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
7	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
8	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.163223
9	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
10	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
11	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
12	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
13	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
14	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
15	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
16	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
17	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
18	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
19	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
20	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
21	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
22	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
23	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
24	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
25	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.783141	0.164196
26	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.780742	0.164196
27	1.47065	0.0322192	-1.19975	1.56435	-0.0425518	0.780742	0.164196
28	1.66823	0.00861705	-0.793991	1.47983	0.0495669	0.664159	0.112154
29	1.66823	0.00861705	-0.793991	1.47983	0.0495669	0.664159	0.112154
30	1.66823	0.00861705	-0.793991	1.47983	0.0495669	0.664159	0.112154
31	1.66823	0.00861705	-0.793991	1.47983	0.0495669	0.664159	0.112154
32	1.66823	0.00861705	-0.793991	1.47983	0.0495669	0.664159	0.112154
33	1.66823	0.00861705	-0.793991	1.47983	0.0495669	0.664159	0.112154
34	1.66823	0.00861705	-0.793991	1.47983	0.0495669	0.664159	0.112154
35	1.66823	0.00861705	-0.793991	1.47983	0.0495669	0.664159	0.112154
36	1.66823	0.00861705	-0.793991	1.47983	0.0495669	0.664159	0.112154
37	1.66823	0.00861705	-0.793991	1.47983	0.0495669	0.664159	0.112154
38	1.66823	0.00861705	-0.793991	1.47983	0.0495669	0.664159	0.112154
39	1.66823	0.00861705	-0.793991	1.47983	0.0495669	0.664159	0.112154
40	1.66823	0.00861705	-0.793991	1.47983	0.0495669	0.664159	0.112154
